Ensembl gene ID	Previous symbol	Alias symbol	Approved symbol
ENSG00000222207	RN5S407		RNA5SP407
ENSG00000251924	RN5S408		RNA5SP408
ENSG00000252624	RN5S409		RNA5SP409
ENSG00000252094	RN5S410		RNA5SP410
ENSG00000276599	RN5S411		RNA5SP411
ENSG00000277004	RN5S412		RNA5SP412
ENSG00000252182	RN5S413		RNA5SP413
ENSG00000274228	RN5S414		RNA5SP414
ENSG00000253055	RN5S415		RNA5SP415
ENSG00000252647	RN5S416		RNA5SP416
ENSG00000252268	RN5S417		RNA5SP417
ENSG00000251760	RN5S418		RNA5SP418
ENSG00000251717	RN5S419		RNA5SP419
ENSG00000252806	RN5S420		RNA5SP420
ENSG00000252673	RN5S421		RNA5SP421
ENSG00000252587	RN5S422		RNA5SP422
ENSG00000252936	RN5S423		RNA5SP423
ENSG00000212290	RN5S424		RNA5SP424
ENSG00000222268	RN5S425		RNA5SP425
ENSG00000199771	RN5S426		RNA5SP426
ENSG00000202193	RN5S427		RNA5SP427
ENSG00000201999	RN5S428		RNA5SP428
ENSG00000200558	RN5S429		RNA5SP429
ENSG00000199299	RN5S430		RNA5SP430
ENSG00000222244	RN5S431		RNA5SP431
ENSG00000199350	RN5S432		RNA5SP432
ENSG00000201361	RN5S433		RNA5SP433
ENSG00000252456	RN5S434		RNA5SP434
ENSG00000200914	RN5S435		RNA5SP435
ENSG00000251829	RN5S436		RNA5SP436
ENSG00000253058	RN5S437		RNA5SP437
ENSG00000252370	RN5S438		RNA5SP438
ENSG00000274164	RN5S439		RNA5SP439
ENSG00000276036	RN5S440		RNA5SP440
ENSG00000252618	RN5S441		RNA5SP441
ENSG00000201920	RN5S442		RNA5SP442
ENSG00000199953	RN5S443		RNA5SP443
ENSG00000252653	RN5S444		RNA5SP444
ENSG00000251698	RN5S445		RNA5SP445
ENSG00000251764	RN5S446		RNA5SP446
ENSG00000200619	RN5S447		RNA5SP447
ENSG00000200021	RN5S448		RNA5SP448
ENSG00000252680	RN5S449		RNA5SP449
ENSG00000223138	RN5S450		RNA5SP450
ENSG00000222520	RN5S451		RNA5SP451
ENSG00000199874	RN5S452		RNA5SP452
ENSG00000199373	RN5S453		RNA5SP453
ENSG00000253040	RN5S454		RNA5SP454
ENSG00000202060	RN5S455		RNA5SP455
ENSG00000200872	RN5S456		RNA5SP456
ENSG00000200527	RN5S457		RNA5SP457
ENSG00000251997	RN5S458		RNA5SP458
ENSG00000252437	RN5S459		RNA5SP459
ENSG00000252598	RN5S460		RNA5SP460
ENSG00000252260	RN5S461		RNA5SP461
ENSG00000252539	RN5S462		RNA5SP462
ENSG00000199900	RN5S463		RNA5SP463
ENSG00000252060	RN5S464		RNA5SP464
ENSG00000212497	RN5S465		RNA5SP465
ENSG00000252546	RN5S466		RNA5SP466
ENSG00000212576	RN5S467		RNA5SP467
ENSG00000252591	RN5S468		RNA5SP468
ENSG00000201035	RN5S469		RNA5SP469
ENSG00000252272	RN5S470		RNA5SP470
ENSG00000252780	RN5S471		RNA5SP471
ENSG00000200738	RN5S472		RNA5SP472
ENSG00000252211	RN5S473		RNA5SP473
ENSG00000212536	RN5S474		RNA5SP474
ENSG00000222500	RN5S475		RNA5SP475
ENSG00000252422	RN5S476		RNA5SP476
ENSG00000199509	RN5S477		RNA5SP477
ENSG00000201527	RN5S478		RNA5SP478
ENSG00000201728	RN5S479		RNA5SP479
ENSG00000252649	RN5S480		RNA5SP480
ENSG00000252623	RN5S481		RNA5SP481
ENSG00000212571	RN5S482		RNA5SP482
ENSG00000200301	RN5S483		RNA5SP483
ENSG00000238908	RN5S484		RNA5SP484
ENSG00000201923	RN5S485		RNA5SP485
ENSG00000251770	RN5S486		RNA5SP486
ENSG00000222118	RN5S487		RNA5SP487
ENSG00000201812	RN5S488		RNA5SP488
ENSG00000238627	RN5S489		RNA5SP489
ENSG00000252950	RN5S490		RNA5SP490
ENSG00000199806	RN5S491		RNA5SP491
ENSG00000223262	RN5S492		RNA5SP492
ENSG00000200985	RN5S493		RNA5SP493
ENSG00000222585	RN5S494		RNA5SP494
ENSG00000252267	RN5S495		RNA5SP495
ENSG00000212542	RN5S496		RNA5SP496
ENSG00000251890	RN5S497		RNA5SP497
ENSG00000223274	RN5S498		RNA5SP498
ENSG00000200852	RN5S499		RNA5SP499
ENSG00000201356	RN5S500		RNA5SP500
ENSG00000222922	RN5S501		RNA5SP501
ENSG00000199564	RN5S502		RNA5SP502
ENSG00000252856	RN5S503		RNA5SP503
ENSG00000222608	RN5S504		RNA5SP504
ENSG00000201618	RN5S505		RNA5SP505
ENSG00000272351	RN5S506		RNA5SP506
ENSG00000200473	RN5S507		RNA5SP507
ENSG00000223259	RN5S508		RNA5SP508
ENSG00000201447	RN5S509		RNA5SP509
ENSG00000201567	RN5S510		RNA5SP510
ENSG00000222419	RN5S511		RNA5SP511
ENSG00000201420	RN5S512		RNA5SP512
ENSG00000201518	RN5S513		RNA5SP513
ENSG00000200587	RN5S514		RNA5SP514
ENSG00000201440	RN5S515		RNA5SP515
ENSG00000201000	RN5S516		RNA5SP516
ENSG00000201594	RN5S517		RNA5SP517
ENSG00000251766	RN5S518		RNA5SP518
ENSG00000252289	RN5S519		RNA5SP519
ENSG00000252315	RN5S520		RNA5SP520
ENSG00000252012	RN5S521		RNA5SP521
ENSG00000251953	RN5S522		RNA5SP522
ENSG00000252667	RN5S523		RNA5SP523
ENSG00000201285			RNA5SP524
ENSG00000212595			RNA5SP525
ENSG00000274663			RNA5SP526
ENSG00000274759			RNA5SP527
ENSG00000275305			RNA5SP528
ENSG00000276442			RNA5SP529
ENSG00000277049			RNA5SP530
ENSG00000277418			RNA5SP531
ENSG00000283433			RNA5SP532
ENSG00000252830			RNA5SP533
ENSG00000274059			RNA5SP534
ENSG00000274097			RNA5SP535
ENSG00000274408			RNA5SP536
			RNA18S1
			RNA18S2
			RNA18S3
			RNA18S4
	RN18S1		RNA18S5
			RNA18SN1
			RNA18SN2
			RNA18SN3
			RNA18SN4
			RNA18SN5
	RN18S2P		RNA18SP2
			RNA18SP3
			RNA18SP4
			RNA18SP5
			RNA28S1
			RNA28S2
			RNA28S3
			RNA28S4
	RN28S1		RNA28S5
			RNA28SN1
			RNA28SN2
			RNA28SN3
			RNA28SN4
			RNA28SN5
			RNA45S1
			RNA45S2
			RNA45S3
			RNA45S4
			RNA45S5
			RNA45SN1
			RNA45SN2
			RNA45SN3
			RNA45SN4
			RNA45SN5
ENSG00000129538	RNS1	RAC1	RNASE1
ENSG00000169385	RNS2	EDN	RNASE2
ENSG00000169385	RNS2	RAF3	RNASE2
ENSG00000169397	RNS3	ECP	RNASE3
ENSG00000169397	RNS3	RAF1	RNASE3
ENSG00000258818		RAB1	RNASE4
ENSG00000169413	RNS6	RAD1	RNASE6
ENSG00000169413	RNS6	RNaseK6	RNASE6
ENSG00000165799		RAE1	RNASE7
ENSG00000173431		RAE2	RNASE8
ENSG00000188655		h461	RNASE9
ENSG00000188655		RAK1	RNASE9
ENSG00000182545		RNASE9	RNASE10
ENSG00000182545		RAH1	RNASE10
ENSG00000173464	C14orf6	RAJ1	RNASE11
ENSG00000258436		RAI1	RNASE12
ENSG00000206150		RAL1	RNASE13
ENSG00000171865			RNASEH1
ENSG00000234171		LOC100506054	RNASEH1-AS1
ENSG00000265790	RNASEH1	RNH1	RNASEH1P1
ENSG00000231458			RNASEH1P2
			RNASEH1P3
ENSG00000104889		RNASEHI	RNASEH2A
ENSG00000104889		RNHIA	RNASEH2A
ENSG00000104889		RNHL	RNASEH2A
ENSG00000104889		AGS4	RNASEH2A
ENSG00000136104	DLEU8	FLJ11712	RNASEH2B
ENSG00000136104	AGS2	FLJ11712	RNASEH2B
ENSG00000233672			RNASEH2B-AS1
ENSG00000172922		AYP1	RNASEH2C
ENSG00000172922		AGS3	RNASEH2C
ENSG00000237659		AYP1p1	RNASEH2CP1
ENSG00000219200		MGC71993	RNASEK
ENSG00000161939			RNASEK-C17orf49
ENSG00000135828	RNS4		RNASEL
ENSG00000135828	PRCA1		RNASEL
ENSG00000026297		RNASE6PL	RNASET2
ENSG00000026297		FLJ10907	RNASET2
ENSG00000026297		bA514O12.3	RNASET2
ENSG00000172602		Rho6	RND1
ENSG00000172602		ARHS	RND1
ENSG00000172602		RHOS	RND1
ENSG00000108830	ARHN	Rho7	RND2
ENSG00000108830	ARHN	RhoN	RND2
ENSG00000115963	ARHE	RhoE	RND3
ENSG00000115963	ARHE	Rho8	RND3
ENSG00000121481		BAP-1	RNF2
ENSG00000121481		BAP1	RNF2
ENSG00000121481		DING	RNF2
ENSG00000121481		HIPI3	RNF2
ENSG00000121481		RING1B	RNF2
ENSG00000121481		RING2	RNF2
ENSG00000231381	RNF2P		RNF2P1
ENSG00000063978		RES4-26	RNF4
ENSG00000063978		SNURF	RNF4
ENSG00000063978		SLX5	RNF4
ENSG00000204308		NG2	RNF5
ENSG00000204308		G16	RNF5
ENSG00000204308		RING5	RNF5
ENSG00000204308		RMA1	RNF5
ENSG00000253570			RNF5P1
ENSG00000127870		DKFZp686P0776	RNF6
ENSG00000227406			RNF6P1
ENSG00000114125		SAG	RNF7
ENSG00000114125		ROC2	RNF7
ENSG00000114125		CKBBP1	RNF7
ENSG00000239831			RNF7P1
ENSG00000112130		KIAA0646	RNF8
ENSG00000022840		KIAA0262	RNF10
ENSG00000022840		RIE2	RNF10
ENSG00000230182			RNF10P1
ENSG00000123091		CGI-123	RNF11
ENSG00000123091		Sid1669p	RNF11
ENSG00000123091		MGC51169	RNF11
ENSG00000213110			RNF11P1
ENSG00000227563	RNF11B	bA280O9.1	RNF11P2
ENSG00000082996		RZF	RNF13
ENSG00000013561		ARA54	RNF14
ENSG00000013561		HFB30	RNF14
ENSG00000013561		TRIAD2	RNF14
ENSG00000232915			RNF14P1
ENSG00000250594			RNF14P2
ENSG00000238109			RNF14P3
ENSG00000223500			RNF14P4
ENSG00000132972	TDRD4	Mmip-2	RNF17
ENSG00000132972	TDRD4	SPATA23	RNF17
ENSG00000132972	TDRD4	FLJ11045	RNF17
ENSG00000034677	RNF19	dorfin	RNF19A
ENSG00000034677	RNF19	DKFZp566B1346	RNF19A
ENSG00000116514	IBRDC3	FLJ90005	RNF19B
ENSG00000227434		RNF19BX	RNF19BPX
ENSG00000225653			RNF19BPY
ENSG00000155827		FLJ20382	RNF20
ENSG00000155827		FLJ11189	RNF20
ENSG00000155827		KAIA2779	RNF20
ENSG00000155827		BRE1A	RNF20
ENSG00000155827		hBRE1	RNF20
ENSG00000155827		BRE1	RNF20
ENSG00000101236		G1L	RNF24
ENSG00000163481		AO7	RNF25
ENSG00000163481		FLJ13906	RNF25
ENSG00000173456		MGC2642	RNF26
ENSG00000092098		ZIBRA	RNF31
ENSG00000092098		FLJ10111	RNF31
ENSG00000092098		FLJ23501	RNF31
ENSG00000092098		HOIP	RNF31
ENSG00000092098		Paul	RNF31
ENSG00000105982		FKSG33	RNF32
ENSG00000105982		HSD15	RNF32
ENSG00000105982		LMBR2	RNF32
ENSG00000224903			RNF32-AS1
ENSG00000170633		RIFF	RNF34
ENSG00000170633		FLJ21786	RNF34
ENSG00000170633		RIF	RNF34
ENSG00000137075			RNF38
ENSG00000204618		HZFw1	RNF39
ENSG00000204618		LIRF	RNF39
ENSG00000204618		FAP216	RNF39
ENSG00000103549		KIAA0661	RNF40
ENSG00000103549		RBP95	RNF40
ENSG00000103549		BRE1B	RNF40
ENSG00000103549		STARING	RNF40
ENSG00000181852		SBBI03	RNF41
ENSG00000181852		NRDP1	RNF41
ENSG00000108375		FLJ20315	RNF43
ENSG00000108375		DKFZp781H0392	RNF43
ENSG00000108375		URCC	RNF43
ENSG00000146083		KIAA1100	RNF44
ENSG00000239305	ZFP103	hkf-1	RNF103
ENSG00000239305	ZFP103	KF1	RNF103
ENSG00000249884	RNF103-VPS24		RNF103-CHMP3
ENSG00000157450		ARK	RNF111
ENSG00000157450		Arkadia	RNF111
ENSG00000157450		FLJ38008	RNF111
ENSG00000157450		DKFZP761D081	RNF111
ENSG00000128482	ZNF179	BFP	RNF112
ENSG00000125352	ZNF183	RNF113	RNF113A
ENSG00000125352	ZNF183	Cwc24	RNF113A
ENSG00000139797	ZNF183L1	RNF161	RNF113B
ENSG00000124226	ZNF313	PSORS12	RNF114
ENSG00000265491	ZNF364	CL469780	RNF115
ENSG00000137522		FLJ11099	RNF121
ENSG00000133874		FLJ12526	RNF122
ENSG00000164068		FLJ12565	RNF123
ENSG00000164068		KPC1	RNF123
ENSG00000101695		FLJ20456	RNF125
ENSG00000070423		FLJ20552	RNF126
ENSG00000261192			RNF126P1
ENSG00000133135		FLJ23516	RNF128
ENSG00000133135		GRAIL	RNF128
ENSG00000113269		GP	RNF130
ENSG00000113269		G1RZFP	RNF130
ENSG00000113269		GOLIATH	RNF130
ENSG00000188050			RNF133
ENSG00000181481		MGC13061	RNF135
ENSG00000134758		STRIN	RNF138
ENSG00000134758		NARF	RNF138
ENSG00000250853			RNF138P1
ENSG00000271194			RNF138P2
ENSG00000170881		TRC8	RNF139
ENSG00000170881		RCA1	RNF139
ENSG00000170881		HRCA1	RNF139
ENSG00000245149			RNF139-AS1
ENSG00000110315		ZFP26	RNF141
ENSG00000110315		ZNF230	RNF141
ENSG00000151692	RNF144	UBCE7IP4	RNF144A
ENSG00000151692	RNF144	KIAA0161	RNF144A
ENSG00000151692	RNF144	hUIP4	RNF144A
ENSG00000137393	IBRDC2	bA528A10.3	RNF144B
ENSG00000137393	IBRDC2	P53RFP	RNF144B
ENSG00000145860		FLJ31951	RNF145
ENSG00000118518		DKFZp434O1427	RNF146
ENSG00000118518		dactylidin	RNF146
ENSG00000118518		dJ351K20.1	RNF146
ENSG00000235631		MGC35222	RNF148
ENSG00000163162		FLJ90504	RNF149
ENSG00000170153		KIAA1214	RNF150
ENSG00000179580			RNF151
ENSG00000176641		FLJ39176	RNF152
ENSG00000214190			RNF152P1
ENSG00000141576		KIAA1917	RNF157
ENSG00000267128			RNF157-AS1
ENSG00000141622		ARKL2	RNF165
ENSG00000141622		RNF111L2	RNF165
ENSG00000141622		Ark2C	RNF165
	C18orf23	FLJ34218	RNF165-IT1
	C18orf23	FLJ31435	RNF165-IT1
ENSG00000158717		MGC2647	RNF166
ENSG00000158717		MGC14381	RNF166
ENSG00000108523		DKFZP566H073	RNF167
ENSG00000163961		FLJ35794	RNF168
ENSG00000166439		KIAA1991	RNF169
ENSG00000120925	SNAX1	DKFZP564A022	RNF170
ENSG00000120925	SNAX1	ADSA	RNF170
ENSG00000145428		FLJ34190	RNF175
ENSG00000164197			RNF180
ENSG00000168894		HSPC238	RNF181
ENSG00000180537		MGC33993	RNF182
ENSG00000165188		MGC4734	RNF183
ENSG00000138942		FLJ38628	RNF185
ENSG00000254835			RNF185-AS1
ENSG00000178828		FLJ20225	RNF186
ENSG00000168159		RACO1	RNF187
ENSG00000168159		RACO-1	RNF187
ENSG00000158286	C1orf188	FLJ46380	RNF207
ENSG00000158286	C1orf188	FLJ32096	RNF207
ENSG00000226944			RNF207-AS1
ENSG00000212864		DKFZP761H1710	RNF208
ENSG00000178222	LOC285498	FLJ38841	RNF212
ENSG00000215277	C14orf164		RNF212B
ENSG00000173821	C17orf27	KIAA1554	RNF213
ENSG00000173821	KIAA1618	KIAA1554	RNF213
ENSG00000173821	MYMY2	KIAA1554	RNF213
ENSG00000173821	C17orf27	NET57	RNF213
ENSG00000173821	KIAA1618	NET57	RNF213
ENSG00000173821	MYMY2	NET57	RNF213
ENSG00000173821	C17orf27	ALO17	RNF213
ENSG00000173821	KIAA1618	ALO17	RNF213
ENSG00000173821	MYMY2	ALO17	RNF213
ENSG00000263069			RNF213-AS1
ENSG00000167257		DKFZp547C195	RNF214
ENSG00000099999			RNF215
ENSG00000011275		TRIAD3	RNF216
ENSG00000011275		UBCE7IP1	RNF216
ENSG00000011275		ZIN	RNF216
ENSG00000237738			RNF216-IT1
ENSG00000196204	RNF216L		RNF216P1
ENSG00000146373	C6orf172	MGC26996	RNF217
ENSG00000146373	IBRDC1	MGC26996	RNF217
ENSG00000146373	C6orf172	dJ84N20.1	RNF217
ENSG00000146373	IBRDC1	dJ84N20.1	RNF217
ENSG00000236548		STL	RNF217-AS1
ENSG00000187147	C1orf164	FLJ10597	RNF220
ENSG00000189051			RNF222
ENSG00000237330			RNF223
ENSG00000233198			RNF224
ENSG00000269855			RNF225
ENSG00000179859	LINC02581		RNF227
ENSG00000189050		PTD016	RNFT1
ENSG00000267302			RNFT1-DT
			RNFT1P1
ENSG00000233333			RNFT1P2
ENSG00000187870			RNFT1P3
ENSG00000135119	TMEM118	FLJ14627	RNFT2
ENSG00000111880		HCE	RNGTT
ENSG00000111880		HCE1	RNGTT
ENSG00000111880		hCAP	RNGTT
ENSG00000237731			RNGTTP1
ENSG00000023191	RNH	RAI	RNH1
ENSG00000184719	C10orf59	FLJ11218	RNLS
ENSG00000184719	C10orf59	renalase	RNLS
ENSG00000101654		RG7MT1	RNMT
ENSG00000231553			RNMTL1P1
ENSG00000236195			RNMTL1P2
ENSG00000185946		KIAA1839	RNPC3
ENSG00000185946		FLJ20008	RNPC3
ENSG00000185946		RBM40	RNPC3
ENSG00000185946		SNRNP65	RNPC3
			RNPC3P1
ENSG00000176393		APB	RNPEP
ENSG00000142327			RNPEPL1
ENSG00000205937			RNPS1
ENSG00000250896			RNPS1P1
			RNR1
			RNR2
			RNR3
			RNR4
			RNR5
			RNRP1
			RNRP2
ENSG00000206652	RNU1	Rnu1a1	RNU1-1
ENSG00000206652	RNU1G4	Rnu1a1	RNU1-1
ENSG00000206652	RNU1A3	Rnu1a1	RNU1-1
ENSG00000206652	RNU1A	Rnu1a1	RNU1-1
ENSG00000206652	RNU1	U1	RNU1-1
ENSG00000206652	RNU1G4	U1	RNU1-1
ENSG00000206652	RNU1A3	U1	RNU1-1
ENSG00000206652	RNU1A	U1	RNU1-1
ENSG00000206652	RNU1	HU1-1	RNU1-1
ENSG00000206652	RNU1G4	HU1-1	RNU1-1
ENSG00000206652	RNU1A3	HU1-1	RNU1-1
ENSG00000206652	RNU1A	HU1-1	RNU1-1
ENSG00000206652	RNU1	U1A1	RNU1-1
ENSG00000206652	RNU1G4	U1A1	RNU1-1
ENSG00000206652	RNU1A3	U1A1	RNU1-1
ENSG00000206652	RNU1A	U1A1	RNU1-1
ENSG00000206652	RNU1	HSD1	RNU1-1
ENSG00000206652	RNU1G4	HSD1	RNU1-1
ENSG00000206652	RNU1A3	HSD1	RNU1-1
ENSG00000206652	RNU1A	HSD1	RNU1-1
ENSG00000207005	RNU1C1	U1C1	RNU1-2
ENSG00000207005	RNU1C2	U1C1	RNU1-2
ENSG00000207005	RNU1C1	U1C21	RNU1-2
ENSG00000207005	RNU1C2	U1C21	RNU1-2
ENSG00000207513	RNU1G3	HSD4	RNU1-3
ENSG00000207389	RNU1E2	HSD6	RNU1-4
ENSG00000207389	RNU1G2	HSD6	RNU1-4
ENSG00000207389	RNU1D2	HSD6	RNU1-4
ENSG00000207389	RNU1F1	HSD6	RNU1-4
ENSG00000207389	RNU1G1	HSD6	RNU1-4
ENSG00000207389	RNU1E2	U1E2	RNU1-4
ENSG00000207389	RNU1G2	U1E2	RNU1-4
ENSG00000207389	RNU1D2	U1E2	RNU1-4
ENSG00000207389	RNU1F1	U1E2	RNU1-4
ENSG00000207389	RNU1G1	U1E2	RNU1-4
ENSG00000207389	RNU1E2	HSD2	RNU1-4
ENSG00000207389	RNU1G2	HSD2	RNU1-4
ENSG00000207389	RNU1D2	HSD2	RNU1-4
ENSG00000207389	RNU1F1	HSD2	RNU1-4
ENSG00000207389	RNU1G1	HSD2	RNU1-4
ENSG00000207389	RNU1E2	U1D2	RNU1-4
ENSG00000207389	RNU1G2	U1D2	RNU1-4
ENSG00000207389	RNU1D2	U1D2	RNU1-4
ENSG00000207389	RNU1F1	U1D2	RNU1-4
ENSG00000207389	RNU1G1	U1D2	RNU1-4
ENSG00000207389	RNU1E2	HSD5	RNU1-4
ENSG00000207389	RNU1G2	HSD5	RNU1-4
ENSG00000207389	RNU1D2	HSD5	RNU1-4
ENSG00000207389	RNU1F1	HSD5	RNU1-4
ENSG00000207389	RNU1G1	HSD5	RNU1-4
ENSG00000207389	RNU1E2	U1B2	RNU1-4
ENSG00000207389	RNU1G2	U1B2	RNU1-4
ENSG00000207389	RNU1D2	U1B2	RNU1-4
ENSG00000207389	RNU1F1	U1B2	RNU1-4
ENSG00000207389	RNU1G1	U1B2	RNU1-4
ENSG00000207389	RNU1E2	U1F	RNU1-4
ENSG00000207389	RNU1G2	U1F	RNU1-4
ENSG00000207389	RNU1D2	U1F	RNU1-4
ENSG00000207389	RNU1F1	U1F	RNU1-4
ENSG00000207389	RNU1G1	U1F	RNU1-4
ENSG00000207389	RNU1E2	HSD7	RNU1-4
ENSG00000207389	RNU1G2	HSD7	RNU1-4
ENSG00000207389	RNU1D2	HSD7	RNU1-4
ENSG00000207389	RNU1F1	HSD7	RNU1-4
ENSG00000207389	RNU1G1	HSD7	RNU1-4
ENSG00000277234	RNU1-5		RNU1-5P
ENSG00000277344	RNU1-6		RNU1-6P
ENSG00000200975	RNU1-7		RNU1-7P
ENSG00000207056	RNU1-8		RNU1-8P
ENSG00000206702	RNU1P5	U1P1A	RNU1-11P
ENSG00000206702	RNU1P5	RNU1P1	RNU1-11P
ENSG00000199629	RNU1P7	U1P17	RNU1-14P
ENSG00000195024	RNU1P8	U1P11	RNU1-15P
ENSG00000202347		U1.64	RNU1-16P
ENSG00000199892			RNU1-17P
ENSG00000199932			RNU1-18P
ENSG00000200176			RNU1-19P
ENSG00000200184			RNU1-20P
ENSG00000200197			RNU1-21P
ENSG00000200204			RNU1-22P
ENSG00000200231			RNU1-23P
ENSG00000201155		U1.41	RNU1-24P
ENSG00000206596	RNU1-7P		RNU1-27P
ENSG00000206588	RNU1-8		RNU1-28P
ENSG00000206588	RNU1-8P		RNU1-28P
ENSG00000271739			RNU1-29P
ENSG00000272020			RNU1-30P
ENSG00000200745			RNU1-31P
ENSG00000200807			RNU1-32P
ENSG00000201119			RNU1-33P
ENSG00000201291			RNU1-34P
ENSG00000199652			RNU1-35P
ENSG00000202000			RNU1-36P
ENSG00000199687			RNU1-38P
ENSG00000206624			RNU1-39P
ENSG00000252625			RNU1-40P
ENSG00000251970			RNU1-41P
ENSG00000200903			RNU1-42P
ENSG00000201922			RNU1-43P
ENSG00000207182			RNU1-44P
ENSG00000253000			RNU1-45P
ENSG00000207154			RNU1-46P
ENSG00000199836			RNU1-47P
ENSG00000252209			RNU1-48P
ENSG00000200338			RNU1-49P
ENSG00000202215			RNU1-51P
ENSG00000206917			RNU1-52P
ENSG00000252990			RNU1-54P
ENSG00000202380			RNU1-55P
ENSG00000212605			RNU1-56P
ENSG00000207220			RNU1-57P
ENSG00000199283			RNU1-58P
			RNU1-60P
ENSG00000251916			RNU1-61P
ENSG00000199469			RNU1-62P
ENSG00000206629			RNU1-63P
ENSG00000202313			RNU1-64P
ENSG00000200789			RNU1-65P
ENSG00000207175			RNU1-67P
ENSG00000275229			RNU1-68P
			RNU1-69P
ENSG00000199488			RNU1-70P
ENSG00000199846			RNU1-72P
ENSG00000206698			RNU1-73P
ENSG00000206835			RNU1-74P
ENSG00000194297			RNU1-75P
ENSG00000199773			RNU1-76P
ENSG00000212170			RNU1-77P
ENSG00000212550			RNU1-78P
ENSG00000265223			RNU1-79P
ENSG00000238898			RNU1-80P
ENSG00000212153			RNU1-82P
ENSG00000200296			RNU1-83P
ENSG00000202317			RNU1-84P
ENSG00000251917			RNU1-86P
ENSG00000238554			RNU1-88P
ENSG00000207322			RNU1-89P
ENSG00000201616			RNU1-91P
ENSG00000201574			RNU1-93P
ENSG00000199497			RNU1-94P
ENSG00000252166			RNU1-95P
ENSG00000201033			RNU1-96P
ENSG00000252681			RNU1-97P
ENSG00000239023			RNU1-98P
ENSG00000202125			RNU1-100P
ENSG00000212473			RNU1-101P
ENSG00000252311			RNU1-103P
ENSG00000253089			RNU1-104P
ENSG00000200340			RNU1-105P
ENSG00000252426			RNU1-107P
ENSG00000199426			RNU1-108P
ENSG00000206687			RNU1-109P
ENSG00000201271			RNU1-112P
ENSG00000202167			RNU1-114P
ENSG00000202199			RNU1-115P
ENSG00000264259			RNU1-116P
ENSG00000252850			RNU1-117P
ENSG00000212424			RNU1-119P
ENSG00000239194			RNU1-123P
ENSG00000200731			RNU1-124P
ENSG00000252561			RNU1-125P
ENSG00000252513			RNU1-128P
ENSG00000206791	RNU1-137P		RNU1-129P
ENSG00000200800			RNU1-130P
ENSG00000238833			RNU1-131P
ENSG00000201170			RNU1-132P
ENSG00000201737			RNU1-133P
ENSG00000199805			RNU1-134P
			RNU1-135P
ENSG00000206908			RNU1-136P
ENSG00000206820			RNU1-138P
ENSG00000212609			RNU1-139P
ENSG00000201910			RNU1-140P
ENSG00000201493			RNU1-141P
ENSG00000252491			RNU1-142P
ENSG00000252105			RNU1-143P
ENSG00000200885			RNU1-146P
ENSG00000207201			RNU1-148P
ENSG00000212172			RNU1-149P
ENSG00000199361			RNU1-150P
ENSG00000201142			RNU1-151P
			RNU1-152P
ENSG00000277678			RNU1-153P
ENSG00000270384			RNU1-154P
ENSG00000252135			RNU1-155P
			RNU1P3
			RNU1P4
ENSG00000274585		U2	RNU2-1
ENSG00000222328	RNU2B	U2	RNU2-2P
ENSG00000222328	RNU2-2	U2	RNU2-2P
ENSG00000222076	RNU2P1	U2	RNU2-3P
ENSG00000277084	RNU2P2	U2	RNU2-4P
ENSG00000277084	RNU2P2	U2/7	RNU2-4P
ENSG00000222465	RNU2P3	U2	RNU2-5P
ENSG00000222465	RNU2P3	u2.7	RNU2-5P
ENSG00000223336			RNU2-6P
ENSG00000222726			RNU2-7P
ENSG00000222659			RNU2-8P
ENSG00000222126			RNU2-9P
ENSG00000252184			RNU2-10P
ENSG00000239122			RNU2-11P
ENSG00000253025			RNU2-12P
ENSG00000251718			RNU2-13P
ENSG00000222985			RNU2-14P
ENSG00000222624			RNU2-15P
ENSG00000222644			RNU2-16P
ENSG00000222222			RNU2-17P
ENSG00000223156			RNU2-18P
ENSG00000253097			RNU2-19P
ENSG00000222357			RNU2-20P
ENSG00000222300			RNU2-21P
ENSG00000223198			RNU2-22P
ENSG00000222477			RNU2-23P
ENSG00000252639			RNU2-24P
ENSG00000222973			RNU2-25P
ENSG00000222440			RNU2-26P
ENSG00000251994			RNU2-27P
ENSG00000222389			RNU2-28P
ENSG00000222355			RNU2-29P
ENSG00000252018			RNU2-30P
ENSG00000252763			RNU2-31P
ENSG00000223125			RNU2-32P
ENSG00000222276			RNU2-33P
ENSG00000252343			RNU2-34P
ENSG00000252255			RNU2-35P
ENSG00000222293			RNU2-36P
ENSG00000222627			RNU2-37P
ENSG00000222788			RNU2-38P
ENSG00000222536			RNU2-39P
ENSG00000222765			RNU2-40P
ENSG00000222923			RNU2-41P
ENSG00000222629			RNU2-42P
ENSG00000222238			RNU2-43P
ENSG00000252604			RNU2-44P
ENSG00000251877			RNU2-45P
ENSG00000252847			RNU2-46P
ENSG00000222581			RNU2-47P
ENSG00000222626			RNU2-48P
ENSG00000222598			RNU2-49P
ENSG00000222426			RNU2-50P
ENSG00000222640			RNU2-51P
ENSG00000222612			RNU2-52P
ENSG00000252066			RNU2-53P
ENSG00000222231			RNU2-54P
ENSG00000223078			RNU2-55P
ENSG00000252635			RNU2-56P
ENSG00000252468			RNU2-57P
ENSG00000252212			RNU2-58P
ENSG00000222414			RNU2-59P
ENSG00000253099			RNU2-60P
ENSG00000223001			RNU2-61P
ENSG00000222800			RNU2-62P
ENSG00000222724			RNU2-63P
ENSG00000223247			RNU2-64P
ENSG00000222094			RNU2-65P
